Broj naloga;Radna Jedinica;Datum Naloga; Datum Prijemnice;Tip Naloga; Iznos; Max Iznos
1832187;ZVEZDARA;23.07.2025;01.08.2025;WOMA;124948.60;124948.6
1832229;NOVI BEOGRAD;23.07.2025;04.08.2025;LOKALNO;4600.00;4600
1832214;ČUKARICA;23.07.2025;07.08.2025;SAJLA;15300.00;15300
1832194;ČUKARICA;23.07.2025;04.08.2025;WOMA;27500.00;27500
1832208;RAKOVICA;23.07.2025;04.08.2025;ZAMENA;21963.80;21963.8
1832261;STARI GRAD;23.07.2025;06.08.2025;LOKALNO;4600.00;4600
1832282;VOŽDOVAC;23.07.2025;07.08.2025;ZAMENA;11300.00;11300
1832296;ČUKARICA;23.07.2025;05.08.2025;ZAMENA;19227.80;19227.8
1832288;VRAČAR;23.07.2025;05.08.2025;ZAMENA;25757.60;25757.6
1832348;PALILULA;23.07.2025;08.08.2025;WOMA;33375;33375
1832360;PALILULA;23.07.2025;06.08.2025;ZAMENA;53372.00;53372
1832196;VRAČAR;23.07.2025;06.08.2025;SAJLA;9220.00;9220
1832197;PALILULA;23.07.2025;04.08.2025;WOMA;36300.00;36300
1832188;ZVEZDARA;23.07.2025;01.08.2025;ZAMENA;9264.00;9264
1832210;NOVI BEOGRAD;23.07.2025;04.08.2025;LOKALNO;4600.00;4600
1832219;ZVEZDARA;23.07.2025;05.08.2025;ZAMENA;62710.70;62710.7
1832195;ZVEZDARA;23.07.2025;01.08.2025;ZAMENA;5138.00;5138
1832262;STARI GRAD;23.07.2025;15.08.2025;ZAMENA;20388.40;20388.4
1832278;ZEMUN;23.07.2025;26.08.2025;KOPANJE;78871.80;78871.8
1832279;ZEMUN;23.07.2025;06.08.2025;LOKALNO;4600.00;4600
1832325;STARI GRAD;23.07.2025;15.08.2025;KOPANJE;117610.20;156658
1832361;PALILULA;23.07.2025;01.08.2025;ZAMENA;10526.40;10526.4
1832373;PALILULA;23.07.2025;05.08.2025;ZAMENA;5448.20;5448.2
1832390;STARI GRAD;23.07.2025;04.08.2025;WOMA;5000.00;5000
1832376;ZVEZDARA;23.07.2025;01.08.2025;ZAMENA;6814.00;6814
1832393;ZVEZDARA;23.07.2025;01.08.2025;WOMA;18300.00;18300
1832411;ČUKARICA;24.07.2025;18.08.2025;LOKALNO;4600.00;4600
1832444;ČUKARICA;24.07.2025;05.08.2025;ZAMENA;32373.40;32373.4
1832422;RAKOVICA;24.07.2025;01.08.2025;ZAMENA;30503.00;30503
1832441;VOŽDOVAC;24.07.2025;07.08.2025;ZAMENA;68936.80;68936.8
1832445;VOŽDOVAC;24.07.2025;07.08.2025;ZAMENA;11300.00;11300
1832417;ČUKARICA;24.07.2025;07.08.2025;ZAMENA;60693.90;60693.9
1832424;ČUKARICA;24.07.2025;08.08.2025;LOKALNO;4600.00;4600
1832528;VOŽDOVAC;24.07.2025;29.08.2025;ZAMENA;104154.00;104154
1832549;PALILULA;24.07.2025;06.08.2025;LOKALNO;4600.00;4600
1832529;ČUKARICA;24.07.2025;05.08.2025;ZAMENA;19191.40;19191.4
1832593;NOVI BEOGRAD;24.07.2025;06.08.2025;ZAMENA;6302.00;6302
1832634;STARI GRAD;24.07.2025;04.08.2025;KOPANJE;64653.20;64653.2
1832605;ZEMUN;24.07.2025;18.08.2025;LOKALNO;4600.00;4600
1832652;VOŽDOVAC;24.07.2025;04.08.2025;WOMA;70983.60;70983.6
1832729;RAKOVICA;25.07.2025;01.08.2025;ZAMENA;10053.60;10053.6
1832724;RAKOVICA;25.07.2025;01.08.2025;LOKALNO;4600.00;4600
1832609;ČUKARICA;24.07.2025;08.08.2025;WOMA;5000.00;5000
1832633;ČUKARICA;24.07.2025;01.08.2025;ZAMENA;39724.40;39724.4
1832673;STARI GRAD;24.07.2025;08.08.2025;ZAMENA;5938.00;5938
1832699;RAKOVICA;25.07.2025;04.08.2025;ZAMENA;24450.40;24450.4
1832656;ČUKARICA;25.07.2025;06.08.2025;LOKALNO;6900.00;6900
1832735;ČUKARICA;25.07.2025;08.08.2025;ZAMENA;36705.00;36705
1832778;VOŽDOVAC;25.07.2025;07.08.2025;ZAMENA;14900.00;14900
1832755;ZVEZDARA;25.07.2025;01.08.2025;WOMA;10850.00;10850
1832675;PALILULA;25.07.2025;13.08.2025;ZAMENA;27965.80;27965.8
1832730;VOŽDOVAC;25.07.2025;05.08.2025;SAJLA;10852.00;10852
1832732;VOŽDOVAC;25.07.2025;05.08.2025;SAJLA;14220.00;14220
1832816;RAKOVICA;25.07.2025;01.08.2025;LOKALNO;4600.00;4600
1832895;ZVEZDARA;25.07.2025;08.08.2025;ZAMENA;50822.80;50822.8
1833048;STARI GRAD;25.07.2025;07.08.2025;ZAMENA;20164.40;20164.4
1832881;PALILULA;25.07.2025;19.08.2025;ZAMENA;71383.00;73829.99999999999
1832889;RAKOVICA;25.07.2025;01.08.2025;LOKALNO;4600.00;4600
1832902;PALILULA;25.07.2025;04.08.2025;SAJLA;9220.00;9220
1832910;PALILULA;25.07.2025;01.08.2025;WOMA;82039.20;83708.2
1832829;ZVEZDARA;25.07.2025;01.08.2025;ZAMENA;16308.80;16308.8
1832859;STARI GRAD;25.07.2025;04.08.2025;LOKALNO;4600.00;4600
1832929;PALILULA;26.07.2025;14.08.2025;ZAMENA;45452.30;45452.3
1832947;PALILULA;26.07.2025;04.08.2025;ZAMENA;27083.80;27083.8
1832991;PALILULA;26.07.2025;06.08.2025;KOPANJE;85356.00;91813
1833124;NOVI BEOGRAD;26.07.2025;05.08.2025;SAJLA;9220.00;9220
1833125;RAKOVICA;26.07.2025;07.08.2025;WOMA;30900.00;30900
1833127;ČUKARICA;26.07.2025;01.08.2025;SAJLA;9220.00;9220
1833022;PALILULA;26.07.2025;04.08.2025;KOPANJE;17342.60;17342.6
1832975;STARI GRAD;26.07.2025;01.08.2025;LOKALNO;4600.00;4600
1833042;ZVEZDARA;26.07.2025;26.08.2025;LOKALNO;4600.00;4600
1833059;PALILULA;26.07.2025;05.08.2025;WOMA;33500.00;33500
1833088;PALILULA;26.07.2025;27.08.2025;SAJLA;14220.00;14220
1833089;PALILULA;26.07.2025;28.08.2025;ZAMENA;46975.30;50198.3
1833117;PALILULA;26.07.2025;14.08.2025;ZAMENA;15606.40;15606.4
1833123;PALILULA;26.07.2025;14.08.2025;SAJLA;12440.00;12440
1833102;PALILULA;26.07.2025;05.08.2025;WOMA;17500.00;17500
1832914;VOŽDOVAC;26.07.2025;05.08.2025;LOKALNO;4600.00;4600
1833183;PALILULA;26.07.2025;14.08.2025;ZAMENA;22624.40;22624.4
1833184;PALILULA;26.07.2025;05.08.2025;LOKALNO;4600.00;4600
1833275;STARI GRAD;27.07.2025;04.08.2025;WOMA;26400.00;26400
1833214;PALILULA;27.07.2025;05.08.2025;SAJLA;9220.00;9220
1833219;PALILULA;28.07.2025;13.08.2025;LOKALNO;4600.00;4600
1833371;ZVEZDARA;28.07.2025;01.08.2025;SAJLA;9220.00;9220
1833383;STARI GRAD;28.07.2025;28.08.2025;KOPANJE;66925.50;66925.5
1833432;RAKOVICA;28.07.2025;11.08.2025;LOKALNO;6900.00;6900
1833254;STARI GRAD;28.07.2025;07.08.2025;SAJLA;9220.00;9220
1833386;NOVI BEOGRAD;28.07.2025;01.08.2025;WOMA;30100.00;30100
1833266;PALILULA;28.07.2025;05.08.2025;ZAMENA;19897.40;47862.6
1833419;ZEMUN;28.07.2025;06.08.2025;WOMA;25500.00;25500
1833352;NOVI BEOGRAD;28.07.2025;14.08.2025;ZAMENA;24573.80;24573.8
1833421;ČUKARICA;28.07.2025;06.08.2025;ZAMENA;51156.90;51156.9
1833299;ČUKARICA;28.07.2025;08.08.2025;SAJLA;9220.00;9220
1832873;VRAČAR;28.07.2025;18.08.2025;ZAMENA;51741.20;59018.2
1833481;RAKOVICA;28.07.2025;08.08.2025;ZAMENA;16800.00;16800
1833291;RAKOVICA;28.07.2025;01.08.2025;ZAMENA;8089.80;8089.8
1833138;RAKOVICA;28.07.2025;04.08.2025;LOKALNO;4600.00;4600
1833526;STARI GRAD;28.07.2025;22.08.2025;ZAMENA;19467.80;20305.8
1833545;PALILULA;28.07.2025;01.08.2025;LOKALNO;4600.00;4600
1833205;RAKOVICA;28.07.2025;04.08.2025;ZAMENA;22013.00;22013
1833418;ČUKARICA;28.07.2025;06.08.2025;ZAMENA;27522.20;27522.2
1833423;NOVI BEOGRAD;28.07.2025;04.08.2025;LOKALNO;4600.00;4600
1833329;PALILULA;28.07.2025;01.08.2025;ZAMENA;14313.80;14313.8
1833287;ČUKARICA;28.07.2025;06.08.2025;ZAMENA;6676.40;6676.4
1833286;ČUKARICA;28.07.2025;07.08.2025;SAJLA;9220.00;14220
1833610;ČUKARICA;28.07.2025;05.08.2025;ZAMENA;26712.20;26712.2
1833285;ČUKARICA;28.07.2025;06.08.2025;ZAMENA;7806.30;7806.3
1833279;ČUKARICA;28.07.2025;06.08.2025;ZAMENA;41520.20;41520.2
1833098;RAKOVICA;28.07.2025;07.08.2025;WOMA;5000.00;5000
1833622;VOŽDOVAC;28.07.2025;01.08.2025;ZAMENA;120535.00;120535
1833650;ZVEZDARA;28.07.2025;01.08.2025;SAJLA;13300.00;13300
1833473;VOŽDOVAC;28.07.2025;05.08.2025;ZAMENA;9633.20;9633.2
1833464;VOŽDOVAC;28.07.2025;04.08.2025;ZAMENA;21301.60;21301.6
1833455;VOŽDOVAC;28.07.2025;06.08.2025;ZAMENA;25734.20;25734.2
1833638;ČUKARICA;28.07.2025;18.08.2025;LOKALNO;4600.00;4600
1833685;ČUKARICA;28.07.2025;01.08.2025;SAJLA;9220.00;14220
1833187;ČUKARICA;28.07.2025;08.08.2025;ZAMENA;41779.00;41779
1833177;ČUKARICA;28.07.2025;01.08.2025;LOKALNO;4600.00;4600
1833712;RAKOVICA;28.07.2025;15.08.2025;ZAMENA;27346.80;27346.8
1833459;VRAČAR;28.07.2025;08.08.2025;KOPANJE;39235.20;39235.2
1833704;RAKOVICA;28.07.2025;04.08.2025;WOMA;37500.00;37500
1833699;SAVSKI VENAC;28.07.2025;05.08.2025;LOKALNO;6900.00;6900
1833165;ČUKARICA;28.07.2025;19.08.2025;ZAMENA;28100.10;28100.100000000002
1833160;ČUKARICA;28.07.2025;04.08.2025;LOKALNO;4600.00;4600
1833147;ČUKARICA;28.07.2025;04.08.2025;ZAMENA;25636.20;25636.2
1833541;ZVEZDARA;28.07.2025;05.08.2025;ZAMENA;26036.40;26036.4
1833552;ZVEZDARA;28.07.2025;06.08.2025;ZAMENA;44375.20;44375.2
1833557;ZVEZDARA;28.07.2025;01.08.2025;ZAMENA;23190.50;23190.5
1833754;ZVEZDARA;28.07.2025;01.08.2025;ZAMENA;60600.00;60600
1833354;ZEMUN;28.07.2025;26.08.2025;KOPANJE;172711.20;172711.2
1832941;ČUKARICA;28.07.2025;18.08.2025;ZAMENA;16146.40;16146.4
1832958;ČUKARICA;28.07.2025;08.08.2025;LOKALNO;6900.00;6900
1833644;PALILULA;28.07.2025;06.08.2025;LOKALNO;4600.00;4600
1833647;PALILULA;28.07.2025;01.08.2025;LOKALNO;4600.00;4600
1833804;NOVI BEOGRAD;28.07.2025;05.08.2025;LOKALNO;4600.00;4600
1833803;PALILULA;28.07.2025;07.08.2025;ZAMENA;101924.80;114290.8
1833831;RAKOVICA;29.07.2025;07.08.2025;WOMA;22100.00;22100
1833255;VOŽDOVAC;29.07.2025;21.08.2025;ZAMENA;66642.80;66642.8
1833819;ČUKARICA;29.07.2025;05.08.2025;ZAMENA;20581.80;20581.8
1833817;ČUKARICA;29.07.2025;06.08.2025;LOKALNO;4600.00;4600
1833798;ČUKARICA;29.07.2025;04.08.2025;ZAMENA;47300.00;47300
1833777;ČUKARICA;29.07.2025;04.08.2025;ZAMENA;11100.00;11100
1833899;ZEMUN;29.07.2025;26.08.2025;ZAMENA;135741.00;135741
1833043;ČUKARICA;29.07.2025;08.08.2025;ZAMENA;48522.00;48522
1833793;NOVI BEOGRAD;29.07.2025;25.08.2025;ZAMENA;5244.00;5244
1832985;ČUKARICA;29.07.2025;08.08.2025;ZAMENA;49431.20;49431.2
1833864;PALILULA;29.07.2025;14.08.2025;ZAMENA;10648.40;10648.4
1833907;PALILULA;29.07.2025;04.08.2025;WOMA;36800.00;36800
1833843;ZVEZDARA;29.07.2025;05.08.2025;LOKALNO;4600.00;4600
1833802;ZVEZDARA;29.07.2025;05.08.2025;ZAMENA;8806.40;8806.4
1833824;ZVEZDARA;29.07.2025;05.08.2025;LOKALNO;4600.00;4600
1833830;ZVEZDARA;29.07.2025;05.08.2025;LOKALNO;4600.00;4600
1833833;ZVEZDARA;29.07.2025;01.08.2025;KOPANJE;60750.00;60750
1833728;VOŽDOVAC;29.07.2025;04.08.2025;SAJLA;9220.00;9220
1833837;STARI GRAD;29.07.2025;04.08.2025;LOKALNO;4600.00;4600
1833840;STARI GRAD;29.07.2025;15.08.2025;ZAMENA;28454.00;29386.8
1833844;STARI GRAD;29.07.2025;28.08.2025;KOPANJE;37850.70;37850.700000000004
1833939;STARI GRAD;29.07.2025;04.08.2025;ZAMENA;25739.70;25739.7
1833958;SAVSKI VENAC;29.07.2025;11.08.2025;LOKALNO;4600.00;4600
1833823;SAVSKI VENAC;29.07.2025;29.08.2025;LOKALNO;4600.00;4600
1833171;ZEMUN;29.07.2025;06.08.2025;ZAMENA;24039.00;26339
1833909;VOŽDOVAC;29.07.2025;04.08.2025;ZAMENA;6137.00;6137
1833877;VOŽDOVAC;29.07.2025;06.08.2025;LOKALNO;4600.00;4600
1833832;VOŽDOVAC;29.07.2025;27.08.2025;LOKALNO;4600.00;4600
1833827;VOŽDOVAC;29.07.2025;28.08.2025;WOMA;38100.00;38100
1833973;NOVI BEOGRAD;29.07.2025;11.08.2025;ZAMENA;53856.20;53856.2
1833977;NOVI BEOGRAD;29.07.2025;26.08.2025;ZAMENA;115779.80;150040.6
1834001;NOVI BEOGRAD;29.07.2025;12.08.2025;ZAMENA;85616.50;85616.50000000001
1834021;ČUKARICA;29.07.2025;08.08.2025;ZAMENA;89549.20;89549.2
1833988;PALILULA;29.07.2025;07.08.2025;ZAMENA;58143.40;59989.4
1834028;ČUKARICA;29.07.2025;01.08.2025;ZAMENA;29248.80;29248.8
1834036;ČUKARICA;29.07.2025;12.08.2025;ZAMENA;35143.00;35143
1834042;ČUKARICA;29.07.2025;18.08.2025;ZAMENA;5209.00;5209
1834059;ČUKARICA;29.07.2025;08.08.2025;ZAMENA;62395.40;62395.4
1834035;NOVI BEOGRAD;29.07.2025;01.08.2025;ZAMENA;15821.40;15821.4
1832987;VRAČAR;29.07.2025;04.08.2025;ZAMENA;27681.00;27681
1834014;STARI GRAD;29.07.2025;05.08.2025;LOKALNO;4600.00;4600
1834047;VRAČAR;29.07.2025;15.08.2025;ZAMENA;20183.05;20183.05
1834031;VRAČAR;29.07.2025;22.08.2025;ZAMENA;83660.80;83660.8
1833952;VRAČAR;29.07.2025;05.08.2025;WOMA;5000.00;5000
1834044;STARI GRAD;29.07.2025;11.08.2025;ZAMENA;24530.90;24530.9
1833807;PALILULA;29.07.2025;07.08.2025;LOKALNO;6900.00;6900
1833811;PALILULA;29.07.2025;01.08.2025;ZAMENA;8812.40;8812.4
1833813;PALILULA;29.07.2025;19.08.2025;ZAMENA;16812.40;16812.4
1833845;PALILULA;29.07.2025;29.08.2025;ZAMENA;105776.80;112482
1833846;PALILULA;29.07.2025;27.08.2025;ZAMENA;27391.72;27391.72
1833847;PALILULA;29.07.2025;14.08.2025;LOKALNO;4600.00;4600
1834023;PALILULA;29.07.2025;14.08.2025;LOKALNO;4600.00;4600
1833857;PALILULA;29.07.2025;14.08.2025;LOKALNO;4600.00;4600
1833849;PALILULA;29.07.2025;08.08.2025;WOMA;109141.86;109141.86000000002
1834050;PALILULA;29.07.2025;15.08.2025;KOPANJE;47746.40;47746.4
1834079;ZVEZDARA;29.07.2025;05.08.2025;ZAMENA;67791.40;67791.4
1834078;ZVEZDARA;29.07.2025;15.08.2025;WOMA;31800.00;31800
1834083;ZVEZDARA;29.07.2025;21.08.2025;KOPANJE;176757.00;176757
1834027;ZVEZDARA;29.07.2025;26.08.2025;LOKALNO;4600.00;4600
1834080;VRAČAR;30.07.2025;04.08.2025;KOPANJE;95349.50;95349.5
1833809;VRAČAR;30.07.2025;01.08.2025;KOPANJE;14247.20;14247.2
1833800;VRAČAR;30.07.2025;06.08.2025;LOKALNO;2300.00;2300
1833395;VRAČAR;30.07.2025;06.08.2025;ZAMENA;9012.20;9012.2
1833241;VRAČAR;30.07.2025;04.08.2025;SAJLA;12440.00;12440
1834090;ZVEZDARA;30.07.2025;04.08.2025;ZAMENA;120367.20;120367.20000000001
1834091;ZVEZDARA;30.07.2025;26.08.2025;LOKALNO;4600.00;4600
1834122;RAKOVICA;30.07.2025;20.08.2025;ZAMENA;20510.40;20510.4
1834101;RAKOVICA;30.07.2025;08.08.2025;LOKALNO;4600.00;4600
1834099;RAKOVICA;30.07.2025;11.08.2025;LOKALNO;4600.00;4600
1834087;RAKOVICA;30.07.2025;25.08.2025;KOPANJE;59694.40;59694.4
1834103;ČUKARICA;30.07.2025;20.08.2025;ZAMENA;7358.90;7358.9
1834076;ČUKARICA;30.07.2025;20.08.2025;LOKALNO;4600.00;4600
1834167;NOVI BEOGRAD;30.07.2025;06.08.2025;LOKALNO;6900.00;6900
1834147;ZEMUN;30.07.2025;06.08.2025;LOKALNO;4600.00;4600
1834170;VRAČAR;30.07.2025;04.08.2025;ZAMENA;23562.20;23562.2
1834119;VRAČAR;30.07.2025;05.08.2025;SAJLA;18988.80;18988.8
1834072;VOŽDOVAC;30.07.2025;05.08.2025;WOMA;32100.00;32100
1834124;VOŽDOVAC;30.07.2025;05.08.2025;WOMA;30100.00;30100
1834187;VOŽDOVAC;30.07.2025;05.08.2025;LOKALNO;4600.00;4600
1834100;ČUKARICA;30.07.2025;25.08.2025;ZAMENA;113483.00;113483
1834097;ČUKARICA;30.07.2025;05.08.2025;LOKALNO;4600.00;4600
1834194;VOŽDOVAC;30.07.2025;06.08.2025;LOKALNO;4600.00;4600
1834238;NOVI BEOGRAD;30.07.2025;19.08.2025;ZAMENA;5394.30;5394.3
1834243;ČUKARICA;30.07.2025;25.08.2025;ZAMENA;74837.50;74837.5
1834244;RAKOVICA;30.07.2025;15.08.2025;ZAMENA;20562.70;29593.9
1834259;SAVSKI VENAC;30.07.2025;08.08.2025;ZAMENA;27274.00;27274
1834216;VRAČAR;30.07.2025;01.08.2025;SAJLA;16220.00;16220
1834168;STARI GRAD;30.07.2025;12.08.2025;LOKALNO;4600.00;4600
1834289;NOVI BEOGRAD;30.07.2025;01.08.2025;SAJLA;10140.00;10140
1834279;ČUKARICA;30.07.2025;01.08.2025;LOKALNO;2300.00;2300
1834293;VRAČAR;30.07.2025;04.08.2025;LOKALNO;4600.00;4600
1834295;VRAČAR;30.07.2025;14.08.2025;ZAMENA;60752.00;60752
1834302;SAVSKI VENAC;30.07.2025;05.08.2025;LOKALNO;4600.00;4600
1834246;ZVEZDARA;30.07.2025;01.08.2025;SAJLA;14220.00;14220
1834198;ZVEZDARA;30.07.2025;01.08.2025;SAJLA;9220.00;9220
1834288;PALILULA;30.07.2025;01.08.2025;ZAMENA;21040.70;21040.7
1834315;PALILULA;30.07.2025;01.08.2025;WOMA;33500.00;33500
1834322;RAKOVICA;30.07.2025;04.08.2025;SAJLA;16520.00;16520
1834319;VRAČAR;30.07.2025;05.08.2025;LOKALNO;2300.00;2300
1834318;ZVEZDARA;30.07.2025;01.08.2025;LOKALNO;4600.00;4600
1834323;ČUKARICA;30.07.2025;04.08.2025;WOMA;33500.00;33500
1834320;VOŽDOVAC;30.07.2025;04.08.2025;SAJLA;9220.00;9220
1834325;NOVI BEOGRAD;30.07.2025;01.08.2025;SAJLA;9220.00;9220
1834327;STARI GRAD;30.07.2025;04.08.2025;LOKALNO;6900.00;6900
1834094;PALILULA;31.07.2025;19.08.2025;KOPANJE;26350.20;26350.2
1834345;ČUKARICA;31.07.2025;01.08.2025;LOKALNO;4600.00;4600
1834096;VOŽDOVAC;31.07.2025;04.08.2025;LOKALNO;4600.00;4600
1834296;STARI GRAD;31.07.2025;06.08.2025;ZAMENA;5808.00;5808
1834317;STARI GRAD;31.07.2025;28.08.2025;KOPANJE;64268.20;64268.2
1834321;STARI GRAD;31.07.2025;05.08.2025;LOKALNO;6900.00;6900
1834351;STARI GRAD;31.07.2025;06.08.2025;LOKALNO;4600.00;4600
1834358;ČUKARICA;31.07.2025;01.08.2025;LOKALNO;4600.00;4600
1834354;PALILULA;31.07.2025;11.08.2025;WOMA;5000.00;5000
1834341;ČUKARICA;31.07.2025;08.08.2025;ZAMENA;27510.20;27510.2
1834329;ČUKARICA;31.07.2025;05.08.2025;ZAMENA;30883.80;30883.8
1834386;RAKOVICA;31.07.2025;01.08.2025;SAJLA;12440.00;12440
1834396;ČUKARICA;31.07.2025;01.08.2025;SAJLA;9220.00;9220
1834400;STARI GRAD;31.07.2025;20.08.2025;ZAMENA;49088.80;49088.8
1834397;STARI GRAD;31.07.2025;01.08.2025;LOKALNO;4600.00;4600
1834372;STARI GRAD;31.07.2025;01.08.2025;SAJLA;9220.00;9220
1834406;ČUKARICA;31.07.2025;01.08.2025;SAJLA;9220.00;9220
1834404;ČUKARICA;31.07.2025;04.08.2025;WOMA;25500.00;25500
1834419;ČUKARICA;31.07.2025;04.08.2025;LOKALNO;4600.00;4600
1834410;ZVEZDARA;31.07.2025;11.08.2025;ZAMENA;54715.85;54715.85
1834417;PALILULA;31.07.2025;01.08.2025;LOKALNO;4600.00;4600
1834421;PALILULA;31.07.2025;14.08.2025;LOKALNO;4600.00;4600
1834401;VOŽDOVAC;31.07.2025;04.08.2025;LOKALNO;4600.00;4600
1834424;RAKOVICA;31.07.2025;08.08.2025;CRPLJENJE;4800.00;4800
1834426;VOŽDOVAC;31.07.2025;04.08.2025;SAJLA;13300.00;13300
1834444;ČUKARICA;31.07.2025;01.08.2025;ZAMENA;19900.00;19900
1834443;PALILULA;31.07.2025;01.08.2025;SAJLA;14220.00;14220
1834438;ZVEZDARA;31.07.2025;01.08.2025;SAJLA;9220.00;9220
1834445;NOVI BEOGRAD;31.07.2025;01.08.2025;SAJLA;9220.00;9220
1833959;ZVEZDARA;31.07.2025;06.08.2025;ZAMENA;6105.00;6105
1834376;NOVI BEOGRAD;31.07.2025;29.08.2025;ZAMENA;9344.40;9344.4
1834374;NOVI BEOGRAD;31.07.2025;01.08.2025;SAJLA;9220.00;9220
1834363;NOVI BEOGRAD;31.07.2025;08.08.2025;ZAMENA;22399.30;22399.3
1834353;NOVI BEOGRAD;31.07.2025;11.08.2025;ZAMENA;7667.20;7667.2
1834347;NOVI BEOGRAD;31.07.2025;06.08.2025;ZAMENA;6033.50;6033.5
1834310;NOVI BEOGRAD;31.07.2025;19.08.2025;ZAMENA;9114.80;9114.8
1834298;NOVI BEOGRAD;31.07.2025;04.08.2025;LOKALNO;6900.00;6900
1834436;NOVI BEOGRAD;31.07.2025;05.08.2025;LOKALNO;4600.00;4600
1834399;NOVI BEOGRAD;31.07.2025;11.08.2025;LOKALNO;4600.00;4600
1834395;NOVI BEOGRAD;31.07.2025;05.08.2025;ZAMENA;4273.00;4273
1834242;ZVEZDARA;31.07.2025;01.08.2025;LOKALNO;4600.00;4600
1834130;ZVEZDARA;31.07.2025;11.08.2025;ZAMENA;39928.04;39928.04
1834451;STARI GRAD;31.07.2025;01.08.2025;SAJLA;16220.00;16220
1834402;STARI GRAD;31.07.2025;08.08.2025;ZAMENA;7192.55;7192.55
1834465;ČUKARICA;31.07.2025;04.08.2025;LOKALNO;4600.00;4600
1834509;ZVEZDARA;31.07.2025;01.08.2025;WOMA;26720.00;26720
1834512;RAKOVICA;31.07.2025;01.08.2025;LOKALNO;4600.00;4600
1834460;NOVI BEOGRAD;31.07.2025;04.08.2025;WOMA;5000.00;5000
1834472;NOVI BEOGRAD;31.07.2025;06.08.2025;LOKALNO;4600.00;4600
1834475;NOVI BEOGRAD;31.07.2025;14.08.2025;LOKALNO;4600.00;4600
1834513;NOVI BEOGRAD;31.07.2025;01.08.2025;LOKALNO;2300.00;2300
1834490;NOVI BEOGRAD;31.07.2025;22.08.2025;ZAMENA;71715.00;71715
1834484;NOVI BEOGRAD;31.07.2025;08.08.2025;LOKALNO;4600.00;4600
1834496;ZEMUN;31.07.2025;26.08.2025;KOPANJE;150511.20;150511.2
1834493;ZEMUN;31.07.2025;20.08.2025;ZAMENA;12699.20;30964
1834491;ZEMUN;31.07.2025;06.08.2025;ZAMENA;10630.10;10630.1
1834497;ZVEZDARA;31.07.2025;06.08.2025;ZAMENA;8600.00;8600
1834535;NOVI BEOGRAD;31.07.2025;05.08.2025;SAJLA;9220;9220
1834534;STARI GRAD;31.07.2025;05.08.2025;SAJLA;12440.00;12440
1834394;ZVEZDARA;01.08.2025;06.08.2025;KOPANJE;43629.10;43629.100000000006
1834523;ČUKARICA;01.08.2025;04.08.2025;SAJLA;16220.00;16220
1834518;RAKOVICA;01.08.2025;04.08.2025;LOKALNO;4600.00;4600
1834541;SAVSKI VENAC;01.08.2025;05.08.2025;WOMA;17500.00;17500
1834548;NOVI BEOGRAD;01.08.2025;04.08.2025;SAJLA;9220.00;9220
1834542;NOVI BEOGRAD;01.08.2025;04.08.2025;SAJLA;14220.00;14220
1834550;NOVI BEOGRAD;01.08.2025;04.08.2025;SAJLA;11520.00;11520
1834564;NOVI BEOGRAD;01.08.2025;12.08.2025;LOKALNO;4600.00;4600
1834566;ČUKARICA;01.08.2025;04.08.2025;SAJLA;9220.00;9220
1834556;ČUKARICA;01.08.2025;04.08.2025;SAJLA;9220.00;9220
