Broj naloga;Radna Jedinica;Datum Naloga; Datum Prijemnice;Tip Naloga; Iznos; Max Iznos
1835592;RAKOVICA;07.08.2025;08.08.2025;LOKALNO;4600.00;4600
1835565;ZVEZDARA;07.08.2025;08.08.2025;SAJLA;9220.00;9220
1835615;ZEMUN;07.08.2025;14.08.2025;LOKALNO;2300.00;2300
1835644;ZEMUN;07.08.2025;11.08.2025;LOKALNO;4600.00;4600
1835629;SAVSKI VENAC;07.08.2025;29.08.2025;KOPANJE;10316.00;10316
1835641;ČUKARICA;07.08.2025;12.08.2025;ZAMENA;11300.00;11300
1835661;NOVI BEOGRAD;07.08.2025;08.08.2025;SAJLA;16220.00;16220
1835667;VOŽDOVAC;07.08.2025;08.08.2025;SAJLA;9220.00;9220
1835676;ČUKARICA;07.08.2025;11.08.2025;WOMA;33500.00;33500
1835679;RAKOVICA;07.08.2025;11.08.2025;SAJLA;9220.00;9220
1835682;VOŽDOVAC;07.08.2025;11.08.2025;SAJLA;8220.00;8220
1835683;NOVI BEOGRAD;07.08.2025;11.08.2025;SAJLA;9220.00;9220
1835678;ZVEZDARA;08.08.2025;12.08.2025;ZAMENA;39485.20;39485.2
1835686;NOVI BEOGRAD;08.08.2025;11.08.2025;SAJLA;9220.00;9220
1835681;NOVI BEOGRAD;08.08.2025;11.08.2025;ZAMENA;5138.00;5138
1835687;PALILULA;08.08.2025;08.08.2025;SAJLA;17440.00;17440
1835691;STARI GRAD;08.08.2025;08.08.2025;WOMA;25500.00;25500
1835697;SAVSKI VENAC;08.08.2025;25.08.2025;LOKALNO;4600.00;4600
1835720;NOVI BEOGRAD;08.08.2025;12.08.2025;ZAMENA;5050.80;5050.8
1835737;NOVI BEOGRAD;08.08.2025;11.08.2025;LOKALNO;4600.00;4600
1835730;ČUKARICA;08.08.2025;11.08.2025;WOMA;5000.00;5000
1835727;ZVEZDARA;08.08.2025;08.08.2025;LOKALNO;4600.00;4600
1835680;ZVEZDARA;08.08.2025;11.08.2025;SAJLA;8300.00;8300
1835771;ČUKARICA;08.08.2025;21.08.2025;LOKALNO;4600.00;4600
1835766;ČUKARICA;08.08.2025;27.08.2025;LOKALNO;4600.00;4600
1835744;ČUKARICA;08.08.2025;20.08.2025;ZAMENA;65969.00;65969
1835733;PALILULA;08.08.2025;08.08.2025;SAJLA;14220.00;14220
1835772;PALILULA;08.08.2025;19.08.2025;ZAMENA;22691.20;22691.2
1835749;VOŽDOVAC;08.08.2025;12.08.2025;WOMA;32400.00;32400
1835777;VOŽDOVAC;08.08.2025;11.08.2025;SAJLA;14220.00;14220
1835769;ZVEZDARA;08.08.2025;08.08.2025;ZAMENA;12902.40;12902.4
1835828;SAVSKI VENAC;08.08.2025;12.08.2025;LOKALNO;4600.00;4600
1835833;RAKOVICA;08.08.2025;11.08.2025;SAJLA;14220.00;14220
1835835;ČUKARICA;08.08.2025;11.08.2025;SAJLA;9220.00;9220
1835758;ZVEZDARA;08.08.2025;08.08.2025;ZAMENA;7970.80;7970.8
1835826;ZEMUN;08.08.2025;25.08.2025;KOPANJE;52036.60;52036.600000000006
1835873;ZVEZDARA;08.08.2025;15.08.2025;ZAMENA;5898.40;5898.4
1835864;PALILULA;08.08.2025;11.08.2025;LOKALNO;4600.00;4600
1835867;ČUKARICA;08.08.2025;28.08.2025;ZAMENA;162835.30;162835.3
1835898;ČUKARICA;08.08.2025;12.08.2025;LOKALNO;4600.00;4600
1835900;ČUKARICA;08.08.2025;29.08.2025;KOPANJE;66552.90;85028.9
1835905;VRAČAR;08.08.2025;29.08.2025;ZAMENA;60333.40;60333.4
1835903;PALILULA;08.08.2025;19.08.2025;SAJLA;19416.80;19416.8
1835906;SAVSKI VENAC;08.08.2025;12.08.2025;WOMA;36300.00;36300
1835914;RAKOVICA;08.08.2025;11.08.2025;SAJLA;9220.00;9220
1835918;RAKOVICA;08.08.2025;11.08.2025;SAJLA;14220.00;14220
1835917;VRAČAR;08.08.2025;15.08.2025;ZAMENA;8129.20;8129.2
1835908;ZEMUN;08.08.2025;14.08.2025;LOKALNO;4600.00;4600
1835901;ZVEZDARA;08.08.2025;11.08.2025;WOMA;29500.00;29500
1835919;NOVI BEOGRAD;08.08.2025;11.08.2025;SAJLA;10220.00;10220
1835911;STARI GRAD;08.08.2025;11.08.2025;SAJLA;9220.00;9220
1835907;VOŽDOVAC;08.08.2025;11.08.2025;SAJLA;14220.00;14220
1835921;STARI GRAD;08.08.2025;29.08.2025;ZAMENA;52470.40;52470.4
1835912;VRAČAR;08.08.2025;20.08.2025;ZAMENA;17524.00;17524.000000000004
1835934;NOVI BEOGRAD;08.08.2025;11.08.2025;LOKALNO;4600.00;4600
1835929;ČUKARICA;08.08.2025;11.08.2025;SAJLA;9220.00;9220
1835938;ČUKARICA;08.08.2025;11.08.2025;WOMA;33500.00;33500
1835915;STARI GRAD;08.08.2025;11.08.2025;LOKALNO;4600.00;4600
1835948;PALILULA;08.08.2025;13.08.2025;SAJLA;16520.00;16520
1835965;NOVI BEOGRAD;08.08.2025;12.08.2025;WOMA;5000;5000
1835964;VRAČAR;08.08.2025;22.08.2025;KOPANJE;99546.80;99546.8
1835968;NOVI BEOGRAD;08.08.2025;25.08.2025;ZAMENA;4761.00;4761
1835966;ČUKARICA;08.08.2025;11.08.2025;SAJLA;9220.00;9220
1835969;ZEMUN;08.08.2025;29.08.2025;ZAMENA;7458.40;7458.4
1835970;ZVEZDARA;08.08.2025;20.08.2025;ZAMENA;59820.00;59820
1835945;ČUKARICA;08.08.2025;14.08.2025;LOKALNO;4600.00;4600
1835971;VOŽDOVAC;08.08.2025;12.08.2025;LOKALNO;4600.00;4600
1835976;ČUKARICA;08.08.2025;18.08.2025;WOMA;40900.00;40900
1835977;ČUKARICA;08.08.2025;19.08.2025;ZAMENA;28266.80;28266.8
1835972;RAKOVICA;08.08.2025;11.08.2025;SAJLA;9220.00;9220
1835973;RAKOVICA;08.08.2025;11.08.2025;SAJLA;14220.00;14220
1835981;NOVI BEOGRAD;09.08.2025;11.08.2025;SAJLA;10220.00;10220
1835982;RAKOVICA;09.08.2025;11.08.2025;SAJLA;13300.00;13300
1835978;STARI GRAD;09.08.2025;12.08.2025;ZAMENA;9482.40;9482.4
1835983;ZVEZDARA;09.08.2025;11.08.2025;WOMA;25500.00;25500
1835984;NOVI BEOGRAD;09.08.2025;12.08.2025;ZAMENA;21975.80;21975.8
1835979;NOVI BEOGRAD;09.08.2025;12.08.2025;ZAMENA;7635.70;7635.7
1835985;RAKOVICA;09.08.2025;20.08.2025;LOKALNO;4600.00;4600
1835986;VOŽDOVAC;09.08.2025;11.08.2025;SAJLA;8300.00;8300
1835988;VRAČAR;09.08.2025;11.08.2025;SAJLA;9220.00;9220
1835987;RAKOVICA;09.08.2025;18.08.2025;ZAMENA;56100.20;56100.2
1835990;RAKOVICA;09.08.2025;11.08.2025;SAJLA;8220.00;8220
1835989;ZVEZDARA;09.08.2025;11.08.2025;LOKALNO;6900.00;6900
1835993;ČUKARICA;09.08.2025;11.08.2025;SAJLA;9220.00;9220
1836003;SAVSKI VENAC;10.08.2025;11.08.2025;ZAMENA;5808.00;5808
1835991;VRAČAR;10.08.2025;21.08.2025;ZAMENA;68483.00;68483
1835998;ZEMUN;10.08.2025;18.08.2025;WOMA;25500.00;25500
1835994;ZVEZDARA;10.08.2025;11.08.2025;WOMA;28720.00;28720
1836008;PALILULA;10.08.2025;11.08.2025;SAJLA;12440.00;12440
1836006;NOVI BEOGRAD;10.08.2025;11.08.2025;LOKALNO;4600.00;4600
1835996;NOVI BEOGRAD;10.08.2025;18.08.2025;LOKALNO;6900.00;6900
1836007;PALILULA;10.08.2025;11.08.2025;SAJLA;9220.00;9220
1836012;ZVEZDARA;10.08.2025;11.08.2025;SAJLA;9220.00;9220
1836009;NOVI BEOGRAD;10.08.2025;11.08.2025;SAJLA;10140.00;10140
1835997;ZEMUN;10.08.2025;18.08.2025;SAJLA;9220.00;9220
1836011;NOVI BEOGRAD;10.08.2025;11.08.2025;SAJLA;9220.00;9220
1836018;VOŽDOVAC;10.08.2025;11.08.2025;SAJLA;10140.00;10140
1836002;NOVI BEOGRAD;10.08.2025;12.08.2025;ZAMENA;5195.20;5195.2
1836010;NOVI BEOGRAD;10.08.2025;11.08.2025;SAJLA;9220.00;9220
1836019;ČUKARICA;10.08.2025;11.08.2025;SAJLA;9220.00;9220
1836022;PALILULA;10.08.2025;18.08.2025;WOMA;25500.00;25500
1836021;NOVI BEOGRAD;10.08.2025;11.08.2025;SAJLA;9300.00;9300
1836023;NOVI BEOGRAD;10.08.2025;11.08.2025;SAJLA;9220.00;9220
1836020;ZVEZDARA;10.08.2025;11.08.2025;LOKALNO;4600.00;4600
1836017;ZVEZDARA;10.08.2025;11.08.2025;ZAMENA;8600.00;8600
1836001;RAKOVICA;10.08.2025;13.08.2025;LOKALNO;4600.00;4600
1836000;ČUKARICA;10.08.2025;14.08.2025;LOKALNO;4600.00;4600
1835999;ZVEZDARA;10.08.2025;18.08.2025;KOPANJE;6465.66;6465.66
1836024;ČUKARICA;10.08.2025;19.08.2025;ZAMENA;21322.40;21322.4
1836025;ČUKARICA;10.08.2025;14.08.2025;ZAMENA;4337.00;4337
1836032;NOVI BEOGRAD;11.08.2025;29.08.2025;KOPANJE;22524.80;22524.800000000003
1836033;NOVI BEOGRAD;11.08.2025;25.08.2025;ZAMENA;27942.35;27942.35
1836034;NOVI BEOGRAD;11.08.2025;26.08.2025;ZAMENA;31399.20;31399.2
1836050;ČUKARICA;11.08.2025;27.08.2025;ZAMENA;45139.40;45139.4
1836042;ČUKARICA;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836039;ČUKARICA;11.08.2025;20.08.2025;ZAMENA;48150.20;48150.2
1836051;RAKOVICA;11.08.2025;11.08.2025;SAJLA;13300.00;13300
1836071;ZEMUN;11.08.2025;18.08.2025;WOMA;25500.00;25500
1836066;ZVEZDARA;11.08.2025;11.08.2025;LOKALNO;4600.00;4600
1836086;SAVSKI VENAC;11.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836060;PALILULA;11.08.2025;13.08.2025;LOKALNO;4600.00;4600
1836089;PALILULA;11.08.2025;13.08.2025;LOKALNO;4600.00;4600
1836093;PALILULA;11.08.2025;13.08.2025;SAJLA;9220.00;9220
1836077;VOŽDOVAC;11.08.2025;12.08.2025;ZAMENA;3945.00;3945
1836106;ČUKARICA;11.08.2025;11.08.2025;ZAMENA;11300.00;11300
1836082;VRAČAR;11.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836123;VRAČAR;11.08.2025;27.08.2025;ZAMENA;24487.00;24487
1836124;NOVI BEOGRAD;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836136;ZEMUN;11.08.2025;27.08.2025;LOKALNO;2300.00;2300
1836139;NOVI BEOGRAD;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836140;STARI GRAD;11.08.2025;11.08.2025;SAJLA;13300.00;13300
1836121;VOŽDOVAC;11.08.2025;22.08.2025;ZAMENA;53082.80;53082.8
1836128;VOŽDOVAC;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836134;VOŽDOVAC;11.08.2025;11.08.2025;SAJLA;12440.00;12440
1836154;SAVSKI VENAC;11.08.2025;18.08.2025;KOPANJE;107956.80;107956.8
1836164;NOVI BEOGRAD;11.08.2025;14.08.2025;ZAMENA;14726.40;14726.4
1836168;NOVI BEOGRAD;11.08.2025;29.08.2025;LOKALNO;4600.00;4600
1836153;PALILULA;11.08.2025;15.08.2025;WOMA;35500.00;35500
1836156;PALILULA;11.08.2025;28.08.2025;ZAMENA;31077.80;31077.8
1836160;RAKOVICA;11.08.2025;18.08.2025;SAJLA;9220.00;9220
1836162;VRAČAR;11.08.2025;19.08.2025;ZAMENA;29539.00;29539
1836159;ČUKARICA;11.08.2025;14.08.2025;SAJLA;14220.00;14220
1836166;ZVEZDARA;11.08.2025;11.08.2025;ZAMENA;4726.00;4726
1836158;ČUKARICA;11.08.2025;20.08.2025;ZAMENA;72125.40;72125.4
1836169;ČUKARICA;11.08.2025;12.08.2025;SAJLA;9220.00;9220
1836178;NOVI BEOGRAD;11.08.2025;18.08.2025;LOKALNO;6900.00;6900
1836177;SAVSKI VENAC;11.08.2025;29.08.2025;ZAMENA;7237.00;7237
1836184;ČUKARICA;11.08.2025;18.08.2025;ZAMENA;11726.00;11726
1836014;RAKOVICA;11.08.2025;12.08.2025;SAJLA;13300.00;13300
1836179;RAKOVICA;11.08.2025;27.08.2025;ZAMENA;24633.00;24633
1836194;RAKOVICA;11.08.2025;14.08.2025;SAJLA;11520.00;11520
1836195;PALILULA;11.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836201;VOŽDOVAC;11.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836207;NOVI BEOGRAD;11.08.2025;18.08.2025;ZAMENA;3911.73;3911.73
1836193;ČUKARICA;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836216;STARI GRAD;11.08.2025;12.08.2025;SAJLA;9220.00;9220
1836205;RAKOVICA;11.08.2025;20.08.2025;ZAMENA;20981.80;20981.8
1836202;VRAČAR;11.08.2025;15.08.2025;LOKALNO;2300.00;2300
1836233;SAVSKI VENAC;11.08.2025;15.08.2025;ZAMENA;26995.20;26995.2
1836231;ČUKARICA;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836239;NOVI BEOGRAD;11.08.2025;12.08.2025;SAJLA;9220.00;9220
1836245;RAKOVICA;11.08.2025;12.08.2025;SAJLA;14220.00;14220
1836234;ČUKARICA;11.08.2025;15.08.2025;SAJLA;11520.00;11520
1836259;NOVI BEOGRAD;11.08.2025;25.08.2025;LOKALNO;4600.00;4600
1836262;PALILULA;11.08.2025;13.08.2025;SAJLA;9220.00;9220
1836263;PALILULA;11.08.2025;13.08.2025;LOKALNO;4600.00;4600
1836255;VOŽDOVAC;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836268;VRAČAR;11.08.2025;27.08.2025;ZAMENA;24343.00;24343
1836266;ČUKARICA;11.08.2025;12.08.2025;SAJLA;9220.00;9220
1836261;ČUKARICA;11.08.2025;18.08.2025;ZAMENA;17076.60;17076.6
1836267;VOŽDOVAC;11.08.2025;12.08.2025;WOMA;33500.00;33500
1836270;ZVEZDARA;11.08.2025;20.08.2025;ZAMENA;77118.20;77118.2
1836269;STARI GRAD;11.08.2025;15.08.2025;ZAMENA;44733.80;44733.8
1836264;STARI GRAD;11.08.2025;15.08.2025;ZAMENA;13781.60;13781.6
1836271;ČUKARICA;11.08.2025;12.08.2025;SAJLA;9220.00;9220
1836272;NOVI BEOGRAD;11.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836273;ZVEZDARA;11.08.2025;12.08.2025;WOMA;25500.00;25500
1836276;NOVI BEOGRAD;11.08.2025;12.08.2025;SAJLA;9220.00;9220
1836278;ZEMUN;12.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836290;ČUKARICA;12.08.2025;14.08.2025;SAJLA;13300.00;13300
1836311;NOVI BEOGRAD;12.08.2025;21.08.2025;ZAMENA;20418.30;20418.3
1836307;VOŽDOVAC;12.08.2025;12.08.2025;SAJLA;13300.00;13300
1836334;NOVI BEOGRAD;12.08.2025;26.08.2025;WOMA;25220.00;25220
1836344;NOVI BEOGRAD;12.08.2025;29.08.2025;ZAMENA;42073.00;42073
1836348;NOVI BEOGRAD;12.08.2025;21.08.2025;LOKALNO;4600.00;4600
1836327;ČUKARICA;12.08.2025;12.08.2025;LOKALNO;4600.00;4600
1836313;ČUKARICA;12.08.2025;20.08.2025;ZAMENA;10397.20;10397.2
1836369;NOVI BEOGRAD;12.08.2025;25.08.2025;ZAMENA;48210.10;48210.1
1836367;ZVEZDARA;12.08.2025;15.08.2025;ZAMENA;9692.60;9692.6
1836378;NOVI BEOGRAD;12.08.2025;29.08.2025;ZAMENA;26257.60;26257.6
1836380;RAKOVICA;12.08.2025;20.08.2025;WOMA;17500.00;17500
1836381;RAKOVICA;12.08.2025;15.08.2025;WOMA;25500.00;25500
1836375;RAKOVICA;12.08.2025;15.08.2025;SAJLA;9220.00;9220
1836365;ČUKARICA;12.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836388;NOVI BEOGRAD;12.08.2025;14.08.2025;SAJLA;8300.00;8300
1836390;RAKOVICA;12.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836393;RAKOVICA;12.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836406;PALILULA;12.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836405;STARI GRAD;12.08.2025;14.08.2025;KOPANJE;19736.40;19736.4
1836407;STARI GRAD;12.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836410;STARI GRAD;12.08.2025;15.08.2025;SAJLA;14220.00;14220
1836412;STARI GRAD;12.08.2025;15.08.2025;ZAMENA;5808.00;5808
1836423;ČUKARICA;12.08.2025;15.08.2025;WOMA;17500.00;17500
1836424;ČUKARICA;12.08.2025;15.08.2025;WOMA;17500.00;17500
1836425;ČUKARICA;12.08.2025;14.08.2025;WOMA;17500.00;17500
1836403;VRAČAR;12.08.2025;14.08.2025;SAJLA;9220.00;9220
1836430;NOVI BEOGRAD;12.08.2025;29.08.2025;ZAMENA;56535.50;56535.5
1836438;VOŽDOVAC;12.08.2025;28.08.2025;LOKALNO;4600.00;4600
1836436;ZEMUN;12.08.2025;14.08.2025;SAJLA;16220.00;16220
1836426;ZVEZDARA;12.08.2025;14.08.2025;WOMA;35800.00;35800
1836422;ZVEZDARA;12.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836420;ZVEZDARA;12.08.2025;15.08.2025;WOMA;22500.00;22500
1836444;ZEMUN;12.08.2025;14.08.2025;SAJLA;16220.00;16220
1836451;NOVI BEOGRAD;12.08.2025;20.08.2025;WOMA;5000.00;5000
1836450;VOŽDOVAC;12.08.2025;15.08.2025;SAJLA;17440.00;17440
1836428;STARI GRAD;12.08.2025;15.08.2025;ZAMENA;5808.00;5808
1836459;NOVI BEOGRAD;12.08.2025;29.08.2025;SAJLA;8300.00;8300
1836465;NOVI BEOGRAD;12.08.2025;20.08.2025;WOMA;22100.00;22100
1836460;PALILULA;12.08.2025;15.08.2025;ZAMENA;21496.80;21496.8
1836455;PALILULA;12.08.2025;15.08.2025;SAJLA;13300.00;13300
1836469;ZEMUN;12.08.2025;26.08.2025;LOKALNO;4600.00;4600
1836472;ZVEZDARA;12.08.2025;14.08.2025;SAJLA;13300.00;13300
1836485;STARI GRAD;12.08.2025;14.08.2025;WOMA;5000.00;10000
1836481;RAKOVICA;12.08.2025;15.08.2025;WOMA;17500.00;17500
1836474;ČUKARICA;12.08.2025;19.08.2025;SAJLA;9220.00;9220
1836490;ČUKARICA;12.08.2025;18.08.2025;SAJLA;12300.00;12300
1836489;NOVI BEOGRAD;12.08.2025;14.08.2025;SAJLA;10140.00;10140
1836488;RAKOVICA;13.08.2025;20.08.2025;ZAMENA;21220.00;21220
1836486;ČUKARICA;13.08.2025;14.08.2025;ZAMENA;6992.00;6992
1836479;VOŽDOVAC;13.08.2025;21.08.2025;ZAMENA;12432.80;12432.8
1836482;VOŽDOVAC;13.08.2025;19.08.2025;ZAMENA;3393.80;3393.8
1836483;VOŽDOVAC;13.08.2025;29.08.2025;ZAMENA;27073.40;27073.4
1836497;VOŽDOVAC;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836499;VOŽDOVAC;13.08.2025;15.08.2025;LOKALNO;6900.00;6900
1836514;ČUKARICA;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836520;RAKOVICA;13.08.2025;27.08.2025;ZAMENA;46042.40;46042.4
1836540;RAKOVICA;13.08.2025;27.08.2025;ZAMENA;53865.00;53865
1836543;RAKOVICA;13.08.2025;18.08.2025;WOMA;30100.00;38100
1836512;VOŽDOVAC;13.08.2025;15.08.2025;SAJLA;9220.00;9220
1836546;VOŽDOVAC;13.08.2025;28.08.2025;ZAMENA;89450.00;89450
1836539;STARI GRAD;13.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836554;VRAČAR;13.08.2025;21.08.2025;LOKALNO;4600.00;4600
1836544;NOVI BEOGRAD;13.08.2025;14.08.2025;WOMA;25500.00;25500
1836547;NOVI BEOGRAD;13.08.2025;26.08.2025;WOMA;21500.00;21500
1836548;NOVI BEOGRAD;13.08.2025;27.08.2025;ZAMENA;23067.80;23067.8
1836556;NOVI BEOGRAD;13.08.2025;14.08.2025;ZAMENA;4726.00;4726
1836549;NOVI BEOGRAD;13.08.2025;14.08.2025;WOMA;5000.00;5000
1836496;NOVI BEOGRAD;13.08.2025;21.08.2025;ZAMENA;55017.90;55017.9
1836563;ZEMUN;13.08.2025;21.08.2025;ZAMENA;8600.00;8600
1836480;SAVSKI VENAC;13.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836567;ZEMUN;13.08.2025;26.08.2025;WOMA;29500.00;29500
1836569;ZEMUN;13.08.2025;29.08.2025;LOKALNO;4600.00;4600
1836565;ZVEZDARA;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836535;ZVEZDARA;13.08.2025;20.08.2025;ZAMENA;27513.80;27513.8
1836597;STARI GRAD;13.08.2025;22.08.2025;ZAMENA;66785.20;66785.2
1836591;STARI GRAD;13.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836598;PALILULA;13.08.2025;15.08.2025;ZAMENA;17518.40;17518.4
1836599;PALILULA;13.08.2025;15.08.2025;SAJLA;14220.00;14220
1836590;ČUKARICA;13.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836592;ČUKARICA;13.08.2025;14.08.2025;SAJLA;16220.00;16220
1836608;NOVI BEOGRAD;13.08.2025;14.08.2025;SAJLA;16220.00;16220
1836601;ZVEZDARA;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836624;RAKOVICA;13.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836621;RAKOVICA;13.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836620;ČUKARICA;13.08.2025;18.08.2025;ZAMENA;11300.00;11300
1836630;PALILULA;13.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836623;VOŽDOVAC;13.08.2025;27.08.2025;ZAMENA;10852.40;10852.4
1836596;ZVEZDARA;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836638;NOVI BEOGRAD;13.08.2025;21.08.2025;LOKALNO;2300.00;2300
1836633;VRAČAR;13.08.2025;14.08.2025;ZAMENA;13221.00;13221
1836537;ZVEZDARA;13.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836681;PALILULA;13.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836686;PALILULA;13.08.2025;21.08.2025;LOKALNO;4600.00;4600
1836625;ZVEZDARA;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836680;ZVEZDARA;13.08.2025;15.08.2025;WOMA;35500.00;35500
1836694;VOŽDOVAC;13.08.2025;27.08.2025;ZAMENA;36942.60;36942.6
1836695;VOŽDOVAC;13.08.2025;19.08.2025;ZAMENA;7911.00;7911
1836655;RAKOVICA;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836697;RAKOVICA;13.08.2025;14.08.2025;ZAMENA;20220.00;20220
1836699;NOVI BEOGRAD;13.08.2025;29.08.2025;ZAMENA;27162.90;27162.9
1836696;ZVEZDARA;13.08.2025;15.08.2025;SAJLA;14220.00;14220
1836700;ČUKARICA;13.08.2025;14.08.2025;SAJLA;9220.00;9220
1836702;RAKOVICA;13.08.2025;14.08.2025;WOMA;17500.00;17500
1836698;ČUKARICA;13.08.2025;18.08.2025;WOMA;25500.00;25500
1836703;NOVI BEOGRAD;13.08.2025;19.08.2025;LOKALNO;4600.00;4600
1836705;NOVI BEOGRAD;14.08.2025;19.08.2025;WOMA;29500.00;29500
1836704;ZEMUN;14.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836706;VOŽDOVAC;14.08.2025;15.08.2025;SAJLA;14220.00;14220
1836742;SAVSKI VENAC;14.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836744;NOVI BEOGRAD;14.08.2025;14.08.2025;SAJLA;9220.00;9220
1836757;RAKOVICA;14.08.2025;15.08.2025;SAJLA;9220.00;9220
1836708;RAKOVICA;14.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836761;ZEMUN;14.08.2025;18.08.2025;ZAMENA;4922.00;4922
1836758;VOŽDOVAC;14.08.2025;27.08.2025;ZAMENA;16899.00;16899
1836755;PALILULA;14.08.2025;19.08.2025;WOMA;25500.00;25500
1836774;ZEMUN;14.08.2025;26.08.2025;WOMA;33500.00;33500
1836753;PALILULA;14.08.2025;15.08.2025;SAJLA;14220.00;14220
1836777;VRAČAR;14.08.2025;18.08.2025;ZAMENA;4117.00;4117
1836782;ZEMUN;14.08.2025;18.08.2025;WOMA;29500.00;29500
1836783;PALILULA;14.08.2025;19.08.2025;SAJLA;10140.00;10140
1836784;ZVEZDARA;14.08.2025;14.08.2025;LOKALNO;4600.00;4600
1836785;ZVEZDARA;14.08.2025;25.08.2025;LOKALNO;4600.00;4600
1836787;ČUKARICA;14.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836789;ČUKARICA;14.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836804;ZVEZDARA;14.08.2025;21.08.2025;ZAMENA;9200.00;9200
1836786;ČUKARICA;14.08.2025;15.08.2025;ZAMENA;11300.00;11300
1836819;RAKOVICA;14.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836816;ČUKARICA;14.08.2025;15.08.2025;SAJLA;9220.00;9220
1836817;PALILULA;14.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836831;ČUKARICA;14.08.2025;15.08.2025;SAJLA;13300.00;13300
1836829;RAKOVICA;14.08.2025;15.08.2025;SAJLA;14220.00;14220
1836828;ČUKARICA;14.08.2025;18.08.2025;SAJLA;13300.00;13300
1836834;ZVEZDARA;14.08.2025;15.08.2025;WOMA;22100.00;22100
1836835;NOVI BEOGRAD;14.08.2025;21.08.2025;LOKALNO;4600.00;4600
