Broj naloga;Radna Jedinica;Datum Naloga; Datum Prijemnice;Tip Naloga; Iznos; Max Iznos
1836836;ZVEZDARA;14.08.2025;19.08.2025;ZAMENA;42941.80;42941.8
1836872;NOVI BEOGRAD;14.08.2025;19.08.2025;SAJLA;9220.00;9220
1836869;ČUKARICA;14.08.2025;20.08.2025;ZAMENA;38980.00;38980
1836867;VOŽDOVAC;14.08.2025;31.08.2025;LOKALNO;4600.00;4600
1836891;ČUKARICA;14.08.2025;18.08.2025;ZAMENA;11300.00;11300
1836898;ZEMUN;14.08.2025;26.08.2025;WOMA;21500.00;21500
1836900;NOVI BEOGRAD;14.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836894;SAVSKI VENAC;14.08.2025;18.08.2025;ZAMENA;5613.30;6912.8
1836888;RAKOVICA;14.08.2025;15.08.2025;SAJLA;9220.00;9220
1836901;ZEMUN;14.08.2025;26.08.2025;WOMA;25500.00;25500
1836903;ZEMUN;14.08.2025;26.08.2025;WOMA;37500.00;37500
1836904;NOVI BEOGRAD;14.08.2025;26.08.2025;ZAMENA;132345.80;132345.8
1836906;ZVEZDARA;14.08.2025;18.08.2025;SAJLA;11520.00;11520
1836907;ČUKARICA;14.08.2025;15.08.2025;SAJLA;9220.00;9220
1836908;RAKOVICA;14.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836910;ČUKARICA;14.08.2025;15.08.2025;SAJLA;9220.00;9220
1836912;STARI GRAD;14.08.2025;15.08.2025;SAJLA;9220.00;9220
1836914;ZVEZDARA;14.08.2025;15.08.2025;SAJLA;8300.00;8300
1836917;ZEMUN;15.08.2025;26.08.2025;ZAMENA;94900.00;94900
1836892;PALILULA;15.08.2025;19.08.2025;LOKALNO;2300.00;2300
1836893;PALILULA;15.08.2025;22.08.2025;ZAMENA;20718.80;20718.8
1836896;VOŽDOVAC;15.08.2025;28.08.2025;ZAMENA;32536.35;32536.35
1836897;VOŽDOVAC;15.08.2025;21.08.2025;ZAMENA;57949.20;57949.200000000004
1836899;VOŽDOVAC;15.08.2025;26.08.2025;ZAMENA;38591.80;38591.8
1836909;VOŽDOVAC;15.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836969;NOVI BEOGRAD;15.08.2025;25.08.2025;WOMA;21500.00;21500
1836970;STARI GRAD;15.08.2025;28.08.2025;KOPANJE;28532.60;28532.6
1836968;VOŽDOVAC;15.08.2025;27.08.2025;SAJLA;13300.00;13300
1836975;NOVI BEOGRAD;15.08.2025;18.08.2025;ZAMENA;5138.00;5138
1836974;STARI GRAD;15.08.2025;15.08.2025;LOKALNO;4600.00;4600
1836973;STARI GRAD;15.08.2025;18.08.2025;SAJLA;9220.00;9220
1836971;STARI GRAD;15.08.2025;19.08.2025;LOKALNO;4600.00;4600
1836977;NOVI BEOGRAD;15.08.2025;19.08.2025;SAJLA;16220.00;16220
1836979;NOVI BEOGRAD;15.08.2025;18.08.2025;SAJLA;9220.00;9220
1836981;PALILULA;15.08.2025;18.08.2025;SAJLA;14220.00;14220
1836978;PALILULA;15.08.2025;19.08.2025;SAJLA;14220.00;14220
1836983;VOŽDOVAC;15.08.2025;19.08.2025;SAJLA;12440.00;12440
1836990;NOVI BEOGRAD;15.08.2025;19.08.2025;LOKALNO;4600.00;4600
1836989;ČUKARICA;15.08.2025;18.08.2025;SAJLA;14220.00;14220
1836985;ČUKARICA;15.08.2025;18.08.2025;SAJLA;9220.00;9220
1836976;ČUKARICA;15.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836972;RAKOVICA;15.08.2025;29.08.2025;ZAMENA;41794.40;41794.4
1837012;RAKOVICA;15.08.2025;20.08.2025;ZAMENA;20955.60;20955.6
1837009;ČUKARICA;15.08.2025;26.08.2025;ZAMENA;44217.80;44217.8
1835265;ZVEZDARA;15.08.2025;29.08.2025;ZAMENA;22300.00;22300
1837022;STARI GRAD;15.08.2025;19.08.2025;CRPLJENJE;7600.00;7600
1837004;STARI GRAD;15.08.2025;19.08.2025;SAJLA;9220.00;9220
1837023;ČUKARICA;15.08.2025;21.08.2025;ZAMENA;72214.50;72214.5
1837015;ČUKARICA;15.08.2025;18.08.2025;LOKALNO;4600.00;4600
1836993;VOŽDOVAC;15.08.2025;19.08.2025;WOMA;5000.00;5000
1837011;VOŽDOVAC;15.08.2025;19.08.2025;WOMA;5000.00;5000
1836991;VOŽDOVAC;15.08.2025;31.08.2025;ZAMENA;11300.00;11300
1837021;VOŽDOVAC;15.08.2025;18.08.2025;LOKALNO;4600.00;4600
1837025;NOVI BEOGRAD;15.08.2025;25.08.2025;ZAMENA;32055.70;32055.7
1837027;ZVEZDARA;15.08.2025;18.08.2025;WOMA;17500.00;17500
1837029;ČUKARICA;15.08.2025;18.08.2025;SAJLA;9220.00;9220
1837030;ČUKARICA;15.08.2025;20.08.2025;WOMA;25500.00;25500
1837033;VOŽDOVAC;15.08.2025;18.08.2025;SAJLA;9220.00;9220
1837034;STARI GRAD;15.08.2025;29.08.2025;ZAMENA;9758.40;9758.4
1837061;PALILULA;15.08.2025;25.08.2025;WOMA;17500.00;17500
1837071;ZVEZDARA;15.08.2025;22.08.2025;ZAMENA;54537.20;54537.2
1837073;PALILULA;15.08.2025;19.08.2025;WOMA;17500.00;17500
1837075;PALILULA;15.08.2025;26.08.2025;ZAMENA;7044.40;7044.4
1837076;ZVEZDARA;15.08.2025;28.08.2025;ZAMENA;22202.80;22202.8
1837077;ZEMUN;15.08.2025;29.08.2025;ZAMENA;28389.60;28389.6
1837089;RAKOVICA;15.08.2025;18.08.2025;LOKALNO;4600.00;4600
1837090;RAKOVICA;15.08.2025;20.08.2025;ZAMENA;57841.10;57841.100000000006
1837092;NOVI BEOGRAD;15.08.2025;18.08.2025;ZAMENA;7734.40;7734.4
1837094;SAVSKI VENAC;15.08.2025;18.08.2025;WOMA;17500.00;17500
1837095;ČUKARICA;15.08.2025;18.08.2025;WOMA;5000.00;5000
1837096;VOŽDOVAC;15.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837099;ZEMUN;15.08.2025;18.08.2025;SAJLA;14220.00;14220
1837098;ČUKARICA;15.08.2025;18.08.2025;WOMA;17500.00;17500
1837100;NOVI BEOGRAD;15.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837101;NOVI BEOGRAD;15.08.2025;18.08.2025;LOKALNO;4600.00;4600
1837103;NOVI BEOGRAD;16.08.2025;18.08.2025;SAJLA;9220.00;9220
1837104;ZVEZDARA;16.08.2025;18.08.2025;WOMA;25500.00;25500
1837093;RAKOVICA;16.08.2025;18.08.2025;LOKALNO;4600.00;4600
1837105;NOVI BEOGRAD;16.08.2025;18.08.2025;LOKALNO;4600.00;4600
1837107;PALILULA;16.08.2025;18.08.2025;SAJLA;14220.00;14220
1837106;ZVEZDARA;16.08.2025;22.08.2025;LOKALNO;6900.00;6900
1837108;ZEMUN;16.08.2025;19.08.2025;WOMA;33500.00;33500
1837097;VOŽDOVAC;16.08.2025;18.08.2025;SAJLA;9220.00;9220
1837109;ZVEZDARA;16.08.2025;18.08.2025;SAJLA;14220.00;14220
1837110;RAKOVICA;16.08.2025;18.08.2025;WOMA;5000.00;5000
1837111;STARI GRAD;16.08.2025;18.08.2025;SAJLA;9220.00;9220
1837113;SAVSKI VENAC;16.08.2025;18.08.2025;SAJLA;14220.00;14220
1837112;SAVSKI VENAC;16.08.2025;18.08.2025;SAJLA;13300.00;13300
1837114;PALILULA;16.08.2025;18.08.2025;SAJLA;9220.00;9220
1837116;ZVEZDARA;16.08.2025;18.08.2025;SAJLA;9220.00;9220
1837117;STARI GRAD;16.08.2025;18.08.2025;ZAMENA;4726.00;4726
1837118;ČUKARICA;16.08.2025;19.08.2025;SAJLA;14173.00;14173
1837119;NOVI BEOGRAD;16.08.2025;18.08.2025;LOKALNO;4600.00;4600
1837120;PALILULA;16.08.2025;18.08.2025;WOMA;29500.00;29500
1837121;SAVSKI VENAC;16.08.2025;18.08.2025;WOMA;30100.00;30100
1837123;SAVSKI VENAC;16.08.2025;18.08.2025;SAJLA;9220.00;9220
1837125;NOVI BEOGRAD;16.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837126;PALILULA;16.08.2025;18.08.2025;SAJLA;11520.00;11520
1837127;ČUKARICA;16.08.2025;18.08.2025;WOMA;5000.00;5000
1837128;ZVEZDARA;17.08.2025;18.08.2025;SAJLA;14220.00;14220
1837129;VOŽDOVAC;17.08.2025;18.08.2025;SAJLA;14220.00;14220
1837131;RAKOVICA;17.08.2025;20.08.2025;ZAMENA;18902.30;18902.3
1837133;PALILULA;17.08.2025;18.08.2025;WOMA;22100.00;22100
1837135;NOVI BEOGRAD;17.08.2025;18.08.2025;WOMA;25500.00;25500
1837134;VOŽDOVAC;17.08.2025;18.08.2025;WOMA;22100.00;22100
1837136;ČUKARICA;17.08.2025;18.08.2025;SAJLA;16220.00;16220
1837137;RAKOVICA;17.08.2025;18.08.2025;SAJLA;14220.00;14220
1837138;ZEMUN;17.08.2025;18.08.2025;LOKALNO;4600.00;4600
1837139;RAKOVICA;17.08.2025;18.08.2025;SAJLA;9220.00;9220
1837140;PALILULA;17.08.2025;18.08.2025;SAJLA;15904.00;15904
1837141;NOVI BEOGRAD;17.08.2025;18.08.2025;SAJLA;16220.00;16220
1837142;RAKOVICA;17.08.2025;19.08.2025;SAJLA;9220.00;9220
1837143;PALILULA;17.08.2025;26.08.2025;SAJLA;8300.00;8300
1837144;PALILULA;18.08.2025;21.08.2025;ZAMENA;15447.10;15447.1
1837161;PALILULA;18.08.2025;18.08.2025;WOMA;25500.00;25500
1837172;VOŽDOVAC;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837175;VOŽDOVAC;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837174;VOŽDOVAC;18.08.2025;19.08.2025;LOKALNO;2300.00;2300
1837150;NOVI BEOGRAD;18.08.2025;19.08.2025;SAJLA;16220.00;16220
1837179;STARI GRAD;18.08.2025;22.08.2025;ZAMENA;4714.00;7014
1837157;ZEMUN;18.08.2025;27.08.2025;ZAMENA;42639.00;42639
1837167;NOVI BEOGRAD;18.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837148;RAKOVICA;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837189;ZEMUN;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837216;VOŽDOVAC;18.08.2025;27.08.2025;LOKALNO;4600.00;4600
1837218;VOŽDOVAC;18.08.2025;27.08.2025;ZAMENA;11293.20;11293.2
1837202;PALILULA;18.08.2025;29.08.2025;LOKALNO;4600.00;4600
1837147;VOŽDOVAC;18.08.2025;22.08.2025;ZAMENA;8273.00;8708
1837239;ZEMUN;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837253;NOVI BEOGRAD;18.08.2025;19.08.2025;SAJLA;9300.00;9300
1837251;ČUKARICA;18.08.2025;19.08.2025;ZAMENA;5872.80;5872.8
1837248;ČUKARICA;18.08.2025;25.08.2025;ZAMENA;41986.00;41986
1837240;RAKOVICA;18.08.2025;20.08.2025;ZAMENA;10900.00;10900
1837265;SAVSKI VENAC;18.08.2025;22.08.2025;WOMA;29500.00;29500
1837263;NOVI BEOGRAD;18.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837168;ZVEZDARA;18.08.2025;28.08.2025;ZAMENA;12334.40;12334.4
1837262;ČUKARICA;18.08.2025;19.08.2025;SAJLA;10140.00;10140
1837281;NOVI BEOGRAD;18.08.2025;29.08.2025;ZAMENA;75981.00;75981
1837285;NOVI BEOGRAD;18.08.2025;19.08.2025;WOMA;5000.00;5000
1837146;ZEMUN;18.08.2025;19.08.2025;LOKALNO;2300.00;2300
1837301;NOVI BEOGRAD;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837303;ZEMUN;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837257;ČUKARICA;18.08.2025;19.08.2025;SAJLA;15300.00;15300
1837316;RAKOVICA;18.08.2025;19.08.2025;SAJLA;15300.00;15300
1837259;VRAČAR;18.08.2025;19.08.2025;SAJLA;16220.00;16220
1837329;ČUKARICA;18.08.2025;21.08.2025;ZAMENA;34092.20;34092.2
1837311;ZVEZDARA;18.08.2025;19.08.2025;ZAMENA;23622.40;23622.4
1837353;STARI GRAD;18.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837339;STARI GRAD;18.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837314;STARI GRAD;18.08.2025;20.08.2025;SAJLA;9220.00;9220
1837330;STARI GRAD;18.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837370;VOŽDOVAC;18.08.2025;19.08.2025;WOMA;33500.00;33500
1837355;NOVI BEOGRAD;18.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837331;ČUKARICA;18.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837354;ČUKARICA;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837352;ZVEZDARA;18.08.2025;20.08.2025;ZAMENA;27684.80;27684.8
1837341;VRAČAR;18.08.2025;20.08.2025;ZAMENA;9949.20;9949.2
1837350;VRAČAR;18.08.2025;27.08.2025;ZAMENA;7287.20;7287.2
1837393;VOŽDOVAC;18.08.2025;22.08.2025;LOKALNO;4600.00;4600
1837389;VOŽDOVAC;18.08.2025;27.08.2025;LOKALNO;2300.00;2300
1837392;ZEMUN;18.08.2025;26.08.2025;WOMA;21500.00;21500
1837410;VOŽDOVAC;18.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837406;ZVEZDARA;18.08.2025;19.08.2025;SAJLA;9220.00;9220
1837348;ZVEZDARA;18.08.2025;19.08.2025;WOMA;20300.00;20300
1837304;ZVEZDARA;18.08.2025;22.08.2025;ZAMENA;18945.80;18945.800000000003
1837395;RAKOVICA;18.08.2025;20.08.2025;ZAMENA;12631.40;12631.4
1837391;STARI GRAD;18.08.2025;27.08.2025;KOPANJE;22415.10;22415.1
1837409;STARI GRAD;18.08.2025;20.08.2025;ZAMENA;26436.80;26436.8
1837419;SAVSKI VENAC;18.08.2025;29.08.2025;ZAMENA;31065.60;31065.6
1837418;RAKOVICA;18.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837417;ZEMUN;18.08.2025;19.08.2025;SAJLA;16220.00;16220
1837413;ZEMUN;18.08.2025;21.08.2025;SAJLA;9300.00;9300
1837415;VOŽDOVAC;18.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837420;STARI GRAD;18.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837400;ČUKARICA;18.08.2025;21.08.2025;SAJLA;18946.00;18946
1837414;ČUKARICA;18.08.2025;19.08.2025;SAJLA;8300.00;8300
1837424;ČUKARICA;18.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837429;NOVI BEOGRAD;19.08.2025;19.08.2025;SAJLA;9220.00;9220
1837421;ZEMUN;19.08.2025;19.08.2025;SAJLA;9220.00;9220
1837427;VOŽDOVAC;19.08.2025;19.08.2025;SAJLA;9220.00;9220
1837447;VOŽDOVAC;19.08.2025;19.08.2025;SAJLA;16220.00;16220
1837425;ZVEZDARA;19.08.2025;19.08.2025;SAJLA;14220.00;14220
1837430;ČUKARICA;19.08.2025;28.08.2025;ZAMENA;9664.20;9664.2
1837443;ČUKARICA;19.08.2025;27.08.2025;ZAMENA;16093.60;16093.6
1837449;ČUKARICA;19.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837441;NOVI BEOGRAD;19.08.2025;21.08.2025;WOMA;29500.00;29500
1837460;NOVI BEOGRAD;19.08.2025;26.08.2025;ZAMENA;54388.60;54388.6
1837471;NOVI BEOGRAD;19.08.2025;25.08.2025;WOMA;9000.00;9000
1837480;NOVI BEOGRAD;19.08.2025;21.08.2025;SAJLA;10140.00;10140
1837428;RAKOVICA;19.08.2025;20.08.2025;WOMA;5000.00;5000
1837477;ZVEZDARA;19.08.2025;19.08.2025;WOMA;25500;25500
1837484;ZVEZDARA;19.08.2025;20.08.2025;SAJLA;9220.00;9220
1837431;RAKOVICA;19.08.2025;19.08.2025;LOKALNO;4600.00;4600
1837426;VRAČAR;19.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837423;RAKOVICA;19.08.2025;20.08.2025;SAJLA;12440.00;12440
1837502;VOŽDOVAC;19.08.2025;20.08.2025;SAJLA;9220.00;9220
1837519;SAVSKI VENAC;19.08.2025;29.08.2025;ZAMENA;92932.20;92932.2
1837522;VRAČAR;19.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837524;NOVI BEOGRAD;19.08.2025;21.08.2025;ZAMENA;20740.00;20740
1837518;ČUKARICA;19.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837531;VRAČAR;19.08.2025;20.08.2025;SAJLA;9220.00;9220
1837534;ČUKARICA;19.08.2025;20.08.2025;SAJLA;15300.00;15300
1837532;VOŽDOVAC;19.08.2025;19.08.2025;SAJLA;14220.00;14220
1837504;STARI GRAD;19.08.2025;29.08.2025;ZAMENA;195299.00;200049
1837535;NOVI BEOGRAD;19.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837543;ČUKARICA;19.08.2025;27.08.2025;ZAMENA;13925.60;13925.6
1837549;VOŽDOVAC;19.08.2025;21.08.2025;WOMA;25500.00;25500
1837550;VOŽDOVAC;19.08.2025;20.08.2025;ZAMENA;4726.00;4726
1837553;VOŽDOVAC;19.08.2025;27.08.2025;LOKALNO;4600.00;4600
1837556;SAVSKI VENAC;19.08.2025;29.08.2025;ZAMENA;23520.60;23520.6
1837559;VOŽDOVAC;19.08.2025;22.08.2025;ZAMENA;18532.40;18532.4
1837555;PALILULA;19.08.2025;21.08.2025;SAJLA;14220.00;16220
1837551;STARI GRAD;19.08.2025;22.08.2025;ZAMENA;5808.00;5808
1837561;ZVEZDARA;19.08.2025;21.08.2025;ZAMENA;7458.40;7458.4
1837581;VOŽDOVAC;19.08.2025;31.08.2025;ZAMENA;81864.80;85364.8
1837584;RAKOVICA;19.08.2025;20.08.2025;ZAMENA;7591.00;7591
1837598;SAVSKI VENAC;19.08.2025;29.08.2025;LOKALNO;4600.00;4600
1837591;VOŽDOVAC;19.08.2025;27.08.2025;SAJLA;9220.00;9220
1837596;PALILULA;19.08.2025;21.08.2025;ZAMENA;5138.00;5138
1837600;PALILULA;19.08.2025;20.08.2025;SAJLA;9220.00;9220
1837602;VRAČAR;19.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837621;SAVSKI VENAC;19.08.2025;29.08.2025;ZAMENA;64885.20;64885.2
1837626;VOŽDOVAC;19.08.2025;20.08.2025;ZAMENA;7136.00;7136
1837623;PALILULA;19.08.2025;27.08.2025;KOPANJE;62986.60;69705.6
1837592;STARI GRAD;19.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837633;ZVEZDARA;19.08.2025;22.08.2025;ZAMENA;41335.20;41335.200000000004
1837557;ZVEZDARA;19.08.2025;20.08.2025;SAJLA;9220.00;9220
1837620;ČUKARICA;19.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837650;RAKOVICA;19.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837651;ČUKARICA;19.08.2025;21.08.2025;SAJLA;9220.00;9220
1837654;PALILULA;19.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837674;NOVI BEOGRAD;20.08.2025;21.08.2025;ZAMENA;6380.60;6380.6
1837677;NOVI BEOGRAD;20.08.2025;21.08.2025;SAJLA;16220.00;16220
1837679;RAKOVICA;20.08.2025;22.08.2025;SAJLA;14220.00;16220
1837657;PALILULA;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837689;ČUKARICA;20.08.2025;22.08.2025;ZAMENA;30027.80;30027.8
1837703;NOVI BEOGRAD;20.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837705;ZEMUN;20.08.2025;21.08.2025;SAJLA;16220.00;16220
1837706;SAVSKI VENAC;20.08.2025;20.08.2025;LOKALNO;4600.00;4600
1837701;PALILULA;20.08.2025;27.08.2025;ZAMENA;22917.20;22917.2
1837658;VOŽDOVAC;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837698;VOŽDOVAC;20.08.2025;27.08.2025;ZAMENA;88415.20;88415.2
1837720;PALILULA;20.08.2025;22.08.2025;LOKALNO;4600.00;4600
1837727;NOVI BEOGRAD;20.08.2025;25.08.2025;ZAMENA;4761.00;4761
1837656;STARI GRAD;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837744;PALILULA;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837759;VOŽDOVAC;20.08.2025;26.08.2025;LOKALNO;4600.00;4600
1837724;ZVEZDARA;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837751;NOVI BEOGRAD;20.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837749;NOVI BEOGRAD;20.08.2025;26.08.2025;ZAMENA;36901.80;36901.8
1837777;ČUKARICA;20.08.2025;22.08.2025;ZAMENA;10316.80;10316.8
1837778;VRAČAR;20.08.2025;27.08.2025;ZAMENA;86175.60;86175.6
1837776;RAKOVICA;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837771;VRAČAR;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837754;VRAČAR;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837762;VOŽDOVAC;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837761;ZEMUN;20.08.2025;29.08.2025;ZAMENA;42896.20;77820
1837772;NOVI BEOGRAD;20.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837780;SAVSKI VENAC;20.08.2025;21.08.2025;SAJLA;15300.00;15300
1837770;SAVSKI VENAC;20.08.2025;21.08.2025;ZAMENA;5440.00;5440
1837773;SAVSKI VENAC;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837792;PALILULA;20.08.2025;27.08.2025;ZAMENA;35507.00;35507
1837756;ZVEZDARA;20.08.2025;21.08.2025;ZAMENA;13816.40;13816.4
1837795;NOVI BEOGRAD;20.08.2025;26.08.2025;ZAMENA;41084.60;41084.600000000006
1837794;STARI GRAD;20.08.2025;29.08.2025;ZAMENA;7458.40;9758.4
1837796;VOŽDOVAC;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837797;ČUKARICA;20.08.2025;26.08.2025;LOKALNO;4600.00;4600
1837798;PALILULA;20.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837799;ČUKARICA;20.08.2025;26.08.2025;LOKALNO;4600.00;4600
1837805;SAVSKI VENAC;20.08.2025;22.08.2025;LOKALNO;4600.00;4600
1837802;NOVI BEOGRAD;20.08.2025;29.08.2025;KOPANJE;61997.30;61997.3
1837801;STARI GRAD;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837825;NOVI BEOGRAD;20.08.2025;26.08.2025;ZAMENA;20971.80;20971.8
1837803;ZVEZDARA;20.08.2025;29.08.2025;WOMA;133801.00;133801
1837821;VRAČAR;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837824;ČUKARICA;20.08.2025;20.08.2025;ZAMENA;11300.00;11300
1837827;ČUKARICA;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837837;NOVI BEOGRAD;20.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837844;VOŽDOVAC;20.08.2025;27.08.2025;ZAMENA;14991.60;14991.6
1837843;VOŽDOVAC;20.08.2025;26.08.2025;ZAMENA;48972.60;48972.6
1837681;ZVEZDARA;20.08.2025;29.08.2025;ZAMENA;14436.00;14436
1837860;ZEMUN;20.08.2025;25.08.2025;LOKALNO;4600.00;4600
1837865;SAVSKI VENAC;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837861;STARI GRAD;20.08.2025;21.08.2025;LOKALNO;4600.00;4600
1837863;VOŽDOVAC;20.08.2025;21.08.2025;WOMA;17500.00;17500
1837841;ČUKARICA;20.08.2025;22.08.2025;LOKALNO;4600.00;4600
1837870;VOŽDOVAC;20.08.2025;22.08.2025;SAJLA;14220.00;16220
1837871;ČUKARICA;20.08.2025;27.08.2025;ZAMENA;7960.60;7960.6
1837875;VOŽDOVAC;20.08.2025;27.08.2025;LOKALNO;4600.00;4600
1837872;RAKOVICA;20.08.2025;22.08.2025;SAJLA;14220.00;16220
1837876;ČUKARICA;20.08.2025;21.08.2025;SAJLA;9220.00;9220
1837878;ČUKARICA;21.08.2025;21.08.2025;WOMA;25500.00;25500
1837888;STARI GRAD;21.08.2025;22.08.2025;SAJLA;10140.00;10140
1837897;NOVI BEOGRAD;21.08.2025;25.08.2025;WOMA;25500.00;25500
1837886;NOVI BEOGRAD;21.08.2025;25.08.2025;SAJLA;9220.00;9220
1837910;SAVSKI VENAC;21.08.2025;22.08.2025;SAJLA;9220.00;9220
1837906;ZVEZDARA;21.08.2025;21.08.2025;SAJLA;9220.00;9220
1837935;ČUKARICA;21.08.2025;21.08.2025;SAJLA;15300.00;15300
1837936;NOVI BEOGRAD;21.08.2025;29.08.2025;ZAMENA;18761.70;18761.7
1837946;ZEMUN;21.08.2025;29.08.2025;ZAMENA;27171.20;28891.2
1837941;NOVI BEOGRAD;21.08.2025;27.08.2025;ZAMENA;26300.00;26300
1837945;ZEMUN;21.08.2025;25.08.2025;WOMA;17500.00;17500
1837933;ZVEZDARA;21.08.2025;25.08.2025;ZAMENA;11300.00;11300
1837939;ZVEZDARA;21.08.2025;22.08.2025;WOMA;17500.00;17500
1837959;STARI GRAD;21.08.2025;22.08.2025;WOMA;25500.00;25500
1837948;ČUKARICA;21.08.2025;22.08.2025;SAJLA;9220.00;9220
1837952;ČUKARICA;21.08.2025;22.08.2025;ZAMENA;21543.55;21543.55
1837950;ČUKARICA;21.08.2025;29.08.2025;LOKALNO;4600.00;4600
1837970;ČUKARICA;21.08.2025;25.08.2025;SAJLA;11060.00;11060
1837971;STARI GRAD;21.08.2025;26.08.2025;LOKALNO;4600.00;4600
1837976;RAKOVICA;21.08.2025;22.08.2025;SAJLA;16220.00;16220
1837977;ČUKARICA;21.08.2025;22.08.2025;SAJLA;9220.00;9220
1837980;VOŽDOVAC;21.08.2025;22.08.2025;SAJLA;9220.00;9220
1837988;VRAČAR;21.08.2025;26.08.2025;WOMA;33800.00;33800
